speciesCode,comName,sciName,locId,locName,obsDt,howMany,lat,lng,obsValid,obsReviewed,locationPrivate,subId,subnational2Code,subnational2Name,subnational1Code,subnational1Name,countryCode,countryName,userDisplayName,obsId,checklistId,presenceNoted,hasComments,firstName,lastName,hasRichMedia,exoticCategory
rebwoo,Red-bellied Woodpecker,Melanerpes carolinus,L2987624,McGolrick Park,2024-04-02 07:10:00,,40.7245046,-73.9433616,True,False,False,S166919426,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2020592155,CL23822,False,False,Michael,Lombardo,False,
dowwoo,Downy Woodpecker,Dryobates pubescens,L2987624,McGolrick Park,2024-04-02 07:10:00,,40.7245046,-73.9433616,True,False,False,S166919426,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2020592151,CL23822,False,False,Michael,Lombardo,False,
norfli,Northern Flicker,Colaptes auratus,L2987624,McGolrick Park,2024-04-02 07:10:00,,40.7245046,-73.9433616,True,False,False,S166919426,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2020592156,CL23822,False,False,Michael,Lombardo,False,
easpho,Eastern Phoebe,Sayornis phoebe,L2987624,McGolrick Park,2024-04-02 07:10:00,,40.7245046,-73.9433616,True,False,False,S166919426,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2020592145,CL23822,False,False,Michael,Lombardo,False,
eursta,European Starling,Sturnus vulgaris,L2987624,McGolrick Park,2024-04-02 07:10:00,,40.7245046,-73.9433616,True,False,False,S166919426,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2020592154,CL23822,False,False,Michael,Lombardo,False,N
amerob,American Robin,Turdus migratorius,L2987624,McGolrick Park,2024-04-02 07:10:00,,40.7245046,-73.9433616,True,False,False,S166919426,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2020592153,CL23822,False,False,Michael,Lombardo,False,
houspa,House Sparrow,Passer domesticus,L2987624,McGolrick Park,2024-04-02 07:10:00,,40.7245046,-73.9433616,True,False,False,S166919426,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2020592146,CL23822,False,False,Michael,Lombardo,False,N
daejun,Dark-eyed Junco,Junco hyemalis,L2987624,McGolrick Park,2024-04-02 07:10:00,,40.7245046,-73.9433616,True,False,False,S166919426,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2020592144,CL23822,False,False,Michael,Lombardo,False,
whtspa,White-throated Sparrow,Zonotrichia albicollis,L2987624,McGolrick Park,2024-04-02 07:10:00,,40.7245046,-73.9433616,True,False,False,S166919426,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2020592147,CL23822,False,False,Michael,Lombardo,False,
norcar,Northern Cardinal,Cardinalis cardinalis,L2987624,McGolrick Park,2024-04-02 07:10:00,,40.7245046,-73.9433616,True,False,False,S166919426,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2020592150,CL23822,False,False,Michael,Lombardo,False,
rocpig,Rock Pigeon,Columba livia,L2987624,McGolrick Park,2024-04-03 08:27:00,,40.7245046,-73.9433616,True,False,False,S167028447,US-NY-047,Kings,US-NY,New York,US,United States,Greg Thornberg,OBS2023265373,CL23822,False,False,Greg,Thornberg,False,N
moudov,Mourning Dove,Zenaida macroura,L2987624,McGolrick Park,2024-04-03 08:27:00,,40.7245046,-73.9433616,True,False,False,S167028447,US-NY-047,Kings,US-NY,New York,US,United States,Greg Thornberg,OBS2023265377,CL23822,False,False,Greg,Thornberg,False,
rebwoo,Red-bellied Woodpecker,Melanerpes carolinus,L2987624,McGolrick Park,2024-04-03 08:27:00,,40.7245046,-73.9433616,True,False,False,S167028447,US-NY-047,Kings,US-NY,New York,US,United States,Greg Thornberg,OBS2023265372,CL23822,False,False,Greg,Thornberg,False,
eursta,European Starling,Sturnus vulgaris,L2987624,McGolrick Park,2024-04-03 08:27:00,,40.7245046,-73.9433616,True,False,False,S167028447,US-NY-047,Kings,US-NY,New York,US,United States,Greg Thornberg,OBS2023265375,CL23822,False,False,Greg,Thornberg,False,N
houspa,House Sparrow,Passer domesticus,L2987624,McGolrick Park,2024-04-03 08:27:00,,40.7245046,-73.9433616,True,False,False,S167028447,US-NY-047,Kings,US-NY,New York,US,United States,Greg Thornberg,OBS2023265376,CL23822,False,False,Greg,Thornberg,False,N
whtspa,White-throated Sparrow,Zonotrichia albicollis,L2987624,McGolrick Park,2024-04-03 08:27:00,,40.7245046,-73.9433616,True,False,False,S167028447,US-NY-047,Kings,US-NY,New York,US,United States,Greg Thornberg,OBS2023265374,CL23822,False,False,Greg,Thornberg,False,
cangoo,Canada Goose,Branta canadensis,L2987624,McGolrick Park,2024-04-03 07:00:00,,40.7245046,-73.9433616,True,False,False,S167021928,US-NY-047,Kings,US-NY,New York,US,United States,Sarah Duford,OBS2023107178,CL23822,False,False,Sarah,Duford,False,
easpho,Eastern Phoebe,Sayornis phoebe,L2987624,McGolrick Park,2024-04-04 08:57:00,,40.7245046,-73.9433616,True,False,False,S167127656,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2025921424,CL23822,False,False,Michael,Lombardo,False,
amecro,American Crow,Corvus brachyrhynchos,L2987624,McGolrick Park,2024-04-04 08:57:00,,40.7245046,-73.9433616,True,False,False,S167127656,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2025921421,CL23822,False,False,Michael,Lombardo,False,
comgra,Common Grackle,Quiscalus quiscula,L2987624,McGolrick Park,2024-04-04 08:57:00,,40.7245046,-73.9433616,True,False,False,S167127656,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2025921422,CL23822,False,False,Michael,Lombardo,False,
rocpig,Rock Pigeon,Columba livia,L2987624,McGolrick Park,2024-04-04 08:28:00,,40.7245046,-73.9433616,True,False,False,S167125577,US-NY-047,Kings,US-NY,New York,US,United States,Greg Thornberg,OBS2025884935,CL23822,False,False,Greg,Thornberg,False,N
moudov,Mourning Dove,Zenaida macroura,L2987624,McGolrick Park,2024-04-04 08:28:00,,40.7245046,-73.9433616,True,False,False,S167125577,US-NY-047,Kings,US-NY,New York,US,United States,Greg Thornberg,OBS2025884939,CL23822,False,False,Greg,Thornberg,False,
rebwoo,Red-bellied Woodpecker,Melanerpes carolinus,L2987624,McGolrick Park,2024-04-04 08:28:00,,40.7245046,-73.9433616,True,False,False,S167125577,US-NY-047,Kings,US-NY,New York,US,United States,Greg Thornberg,OBS2025884937,CL23822,False,False,Greg,Thornberg,False,
eursta,European Starling,Sturnus vulgaris,L2987624,McGolrick Park,2024-04-04 08:28:00,,40.7245046,-73.9433616,True,False,False,S167125577,US-NY-047,Kings,US-NY,New York,US,United States,Greg Thornberg,OBS2025884940,CL23822,False,False,Greg,Thornberg,False,N
amerob,American Robin,Turdus migratorius,L2987624,McGolrick Park,2024-04-04 08:28:00,,40.7245046,-73.9433616,True,False,False,S167125577,US-NY-047,Kings,US-NY,New York,US,United States,Greg Thornberg,OBS2025884938,CL23822,False,False,Greg,Thornberg,False,
houspa,House Sparrow,Passer domesticus,L2987624,McGolrick Park,2024-04-04 08:28:00,,40.7245046,-73.9433616,True,False,False,S167125577,US-NY-047,Kings,US-NY,New York,US,United States,Greg Thornberg,OBS2025884941,CL23822,False,False,Greg,Thornberg,False,N
whtspa,White-throated Sparrow,Zonotrichia albicollis,L2987624,McGolrick Park,2024-04-04 08:28:00,,40.7245046,-73.9433616,True,False,False,S167125577,US-NY-047,Kings,US-NY,New York,US,United States,Greg Thornberg,OBS2025884933,CL23822,False,False,Greg,Thornberg,False,
rewbla,Red-winged Blackbird,Agelaius phoeniceus,L2987624,McGolrick Park,2024-04-04 08:28:00,,40.7245046,-73.9433616,True,False,False,S167125577,US-NY-047,Kings,US-NY,New York,US,United States,Greg Thornberg,OBS2025884936,CL23822,False,False,Greg,Thornberg,False,
norcar,Northern Cardinal,Cardinalis cardinalis,L2987624,McGolrick Park,2024-04-04 08:28:00,,40.7245046,-73.9433616,True,False,False,S167125577,US-NY-047,Kings,US-NY,New York,US,United States,Greg Thornberg,OBS2025884934,CL23822,False,False,Greg,Thornberg,False,
rocpig,Rock Pigeon,Columba livia,L2987624,McGolrick Park,2024-04-05 08:29:00,,40.7245046,-73.9433616,True,False,False,S167228770,US-NY-047,Kings,US-NY,New York,US,United States,Greg Thornberg,OBS2028606232,CL23822,False,False,Greg,Thornberg,False,N
moudov,Mourning Dove,Zenaida macroura,L2987624,McGolrick Park,2024-04-05 08:29:00,,40.7245046,-73.9433616,True,False,False,S167228770,US-NY-047,Kings,US-NY,New York,US,United States,Greg Thornberg,OBS2028606228,CL23822,False,False,Greg,Thornberg,False,
rebwoo,Red-bellied Woodpecker,Melanerpes carolinus,L2987624,McGolrick Park,2024-04-05 08:29:00,,40.7245046,-73.9433616,True,False,False,S167228770,US-NY-047,Kings,US-NY,New York,US,United States,Greg Thornberg,OBS2029040777,CL23822,False,False,Greg,Thornberg,False,
eursta,European Starling,Sturnus vulgaris,L2987624,McGolrick Park,2024-04-05 08:29:00,,40.7245046,-73.9433616,True,False,False,S167228770,US-NY-047,Kings,US-NY,New York,US,United States,Greg Thornberg,OBS2028606231,CL23822,False,False,Greg,Thornberg,False,N
amerob,American Robin,Turdus migratorius,L2987624,McGolrick Park,2024-04-05 08:29:00,,40.7245046,-73.9433616,True,False,False,S167228770,US-NY-047,Kings,US-NY,New York,US,United States,Greg Thornberg,OBS2028606233,CL23822,False,False,Greg,Thornberg,False,
houspa,House Sparrow,Passer domesticus,L2987624,McGolrick Park,2024-04-05 08:29:00,,40.7245046,-73.9433616,True,False,False,S167228770,US-NY-047,Kings,US-NY,New York,US,United States,Greg Thornberg,OBS2028606229,CL23822,False,False,Greg,Thornberg,False,N
whtspa,White-throated Sparrow,Zonotrichia albicollis,L2987624,McGolrick Park,2024-04-05 08:29:00,,40.7245046,-73.9433616,True,False,False,S167228770,US-NY-047,Kings,US-NY,New York,US,United States,Greg Thornberg,OBS2028606230,CL23822,False,False,Greg,Thornberg,False,
laugul,Laughing Gull,Leucophaeus atricilla,L2987624,McGolrick Park,2024-04-06 10:19:00,,40.7245046,-73.9433616,True,False,False,S167368398,US-NY-047,Kings,US-NY,New York,US,United States,M V,OBS2031751526,CL23822,False,False,M,V,False,
rocpig,Rock Pigeon,Columba livia,L2987624,McGolrick Park,2024-04-06 09:56:00,,40.7245046,-73.9433616,True,False,False,S167363701,US-NY-047,Kings,US-NY,New York,US,United States,Sarah Duford,OBS2031674436,CL23822,False,False,Sarah,Duford,False,N
moudov,Mourning Dove,Zenaida macroura,L2987624,McGolrick Park,2024-04-06 09:56:00,,40.7245046,-73.9433616,True,False,False,S167363701,US-NY-047,Kings,US-NY,New York,US,United States,Sarah Duford,OBS2031674431,CL23822,False,False,Sarah,Duford,False,
yebsap,Yellow-bellied Sapsucker,Sphyrapicus varius,L2987624,McGolrick Park,2024-04-06 09:56:00,,40.7245046,-73.9433616,True,False,False,S167363701,US-NY-047,Kings,US-NY,New York,US,United States,Sarah Duford,OBS2031674434,CL23822,False,False,Sarah,Duford,False,
rebwoo,Red-bellied Woodpecker,Melanerpes carolinus,L2987624,McGolrick Park,2024-04-06 09:56:00,,40.7245046,-73.9433616,True,False,False,S167363701,US-NY-047,Kings,US-NY,New York,US,United States,Sarah Duford,OBS2031674432,CL23822,False,False,Sarah,Duford,False,
eursta,European Starling,Sturnus vulgaris,L2987624,McGolrick Park,2024-04-06 09:56:00,,40.7245046,-73.9433616,True,False,False,S167363701,US-NY-047,Kings,US-NY,New York,US,United States,Sarah Duford,OBS2031674433,CL23822,False,False,Sarah,Duford,False,N
amerob,American Robin,Turdus migratorius,L2987624,McGolrick Park,2024-04-06 09:56:00,,40.7245046,-73.9433616,True,False,False,S167363701,US-NY-047,Kings,US-NY,New York,US,United States,Sarah Duford,OBS2031674430,CL23822,False,False,Sarah,Duford,False,
houspa,House Sparrow,Passer domesticus,L2987624,McGolrick Park,2024-04-06 09:56:00,,40.7245046,-73.9433616,True,False,False,S167363701,US-NY-047,Kings,US-NY,New York,US,United States,Sarah Duford,OBS2031674429,CL23822,False,False,Sarah,Duford,False,N
comgra,Common Grackle,Quiscalus quiscula,L2987624,McGolrick Park,2024-04-06 09:56:00,,40.7245046,-73.9433616,True,False,False,S167363701,US-NY-047,Kings,US-NY,New York,US,United States,Sarah Duford,OBS2031674435,CL23822,False,False,Sarah,Duford,False,
rethaw,Red-tailed Hawk,Buteo jamaicensis,L2987624,McGolrick Park,2024-04-06 09:17:00,,40.7245046,-73.9433616,True,False,False,S167367745,US-NY-047,Kings,US-NY,New York,US,United States,John Gaba,OBS2031727444,CL23822,False,False,John,Gaba,False,
dowwoo,Downy Woodpecker,Dryobates pubescens,L2987624,McGolrick Park,2024-04-06 09:17:00,,40.7245046,-73.9433616,True,False,False,S167367745,US-NY-047,Kings,US-NY,New York,US,United States,John Gaba,OBS2031727443,CL23822,False,False,John,Gaba,False,
whtspa,White-throated Sparrow,Zonotrichia albicollis,L2987624,McGolrick Park,2024-04-06 09:17:00,,40.7245046,-73.9433616,True,False,False,S167367745,US-NY-047,Kings,US-NY,New York,US,United States,John Gaba,OBS2031727441,CL23822,False,False,John,Gaba,False,
amecro,American Crow,Corvus brachyrhynchos,L2987624,McGolrick Park,2024-04-06 08:30:00,,40.7245046,-73.9433616,True,False,False,S167392966,US-NY-047,Kings,US-NY,New York,US,United States,Parsley Steinweiss,OBS2032154432,CL23822,False,False,Parsley,Steinweiss,False,
fiscro,Fish Crow,Corvus ossifragus,L2987624,McGolrick Park,2024-04-06 08:30:00,,40.7245046,-73.9433616,True,False,False,S167392966,US-NY-047,Kings,US-NY,New York,US,United States,Parsley Steinweiss,OBS2032154427,CL23822,False,False,Parsley,Steinweiss,False,
daejun,Dark-eyed Junco,Junco hyemalis,L2987624,McGolrick Park,2024-04-06 08:30:00,,40.7245046,-73.9433616,True,False,False,S167392966,US-NY-047,Kings,US-NY,New York,US,United States,Parsley Steinweiss,OBS2032154434,CL23822,False,False,Parsley,Steinweiss,False,
norfli,Northern Flicker,Colaptes auratus,L2987624,McGolrick Park,2024-04-06 07:26:00,,40.7245046,-73.9433616,True,False,False,S167342659,US-NY-047,Kings,US-NY,New York,US,United States,Emily Diamond,OBS2031315331,CL23822,False,False,Emily,Diamond,False,
dowwoo,Downy Woodpecker,Dryobates pubescens,L2987624,McGolrick Park,2024-04-07 17:12:00,,40.7245046,-73.9433616,True,False,False,S167616354,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2036381349,CL23822,False,False,Michael,Lombardo,False,
rocpig,Rock Pigeon,Columba livia,L2987624,McGolrick Park,2024-04-07 09:18:00,,40.7245046,-73.9433616,True,False,False,S167547843,US-NY-047,Kings,US-NY,New York,US,United States,Loyan Beausoleil,OBS2035255379,CL23822,False,False,Loyan,Beausoleil,False,N
moudov,Mourning Dove,Zenaida macroura,L2987624,McGolrick Park,2024-04-07 09:18:00,,40.7245046,-73.9433616,True,False,False,S167547843,US-NY-047,Kings,US-NY,New York,US,United States,Loyan Beausoleil,OBS2035255386,CL23822,False,False,Loyan,Beausoleil,False,
osprey,Osprey,Pandion haliaetus,L2987624,McGolrick Park,2024-04-07 09:18:00,,40.7245046,-73.9433616,True,False,False,S167547843,US-NY-047,Kings,US-NY,New York,US,United States,Loyan Beausoleil,OBS2035255384,CL23822,False,False,Loyan,Beausoleil,False,
rethaw,Red-tailed Hawk,Buteo jamaicensis,L2987624,McGolrick Park,2024-04-07 09:18:00,,40.7245046,-73.9433616,True,False,False,S167547843,US-NY-047,Kings,US-NY,New York,US,United States,Loyan Beausoleil,OBS2035255380,CL23822,False,False,Loyan,Beausoleil,False,
yebsap,Yellow-bellied Sapsucker,Sphyrapicus varius,L2987624,McGolrick Park,2024-04-07 09:18:00,,40.7245046,-73.9433616,True,False,False,S167547843,US-NY-047,Kings,US-NY,New York,US,United States,Loyan Beausoleil,OBS2035255381,CL23822,False,False,Loyan,Beausoleil,False,
rebwoo,Red-bellied Woodpecker,Melanerpes carolinus,L2987624,McGolrick Park,2024-04-07 09:18:00,,40.7245046,-73.9433616,True,False,False,S167547843,US-NY-047,Kings,US-NY,New York,US,United States,Loyan Beausoleil,OBS2035255376,CL23822,False,False,Loyan,Beausoleil,False,
amecro,American Crow,Corvus brachyrhynchos,L2987624,McGolrick Park,2024-04-07 09:18:00,,40.7245046,-73.9433616,True,False,False,S167547843,US-NY-047,Kings,US-NY,New York,US,United States,Loyan Beausoleil,OBS2035255383,CL23822,False,False,Loyan,Beausoleil,False,
eursta,European Starling,Sturnus vulgaris,L2987624,McGolrick Park,2024-04-07 09:18:00,,40.7245046,-73.9433616,True,False,False,S167547843,US-NY-047,Kings,US-NY,New York,US,United States,Loyan Beausoleil,OBS2035255377,CL23822,False,False,Loyan,Beausoleil,False,N
amerob,American Robin,Turdus migratorius,L2987624,McGolrick Park,2024-04-07 09:18:00,,40.7245046,-73.9433616,True,False,False,S167547843,US-NY-047,Kings,US-NY,New York,US,United States,Loyan Beausoleil,OBS2035255378,CL23822,False,False,Loyan,Beausoleil,False,
houspa,House Sparrow,Passer domesticus,L2987624,McGolrick Park,2024-04-07 09:18:00,,40.7245046,-73.9433616,True,False,False,S167547843,US-NY-047,Kings,US-NY,New York,US,United States,Loyan Beausoleil,OBS2035255382,CL23822,False,False,Loyan,Beausoleil,False,N
comgra,Common Grackle,Quiscalus quiscula,L2987624,McGolrick Park,2024-04-07 09:18:00,,40.7245046,-73.9433616,True,False,False,S167547843,US-NY-047,Kings,US-NY,New York,US,United States,Loyan Beausoleil,OBS2035255385,CL23822,False,False,Loyan,Beausoleil,False,
easpho,Eastern Phoebe,Sayornis phoebe,L2987624,McGolrick Park,2024-04-08 09:09:00,,40.7245046,-73.9433616,True,False,False,S167704065,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2038329744,CL23822,False,False,Michael,Lombardo,False,
amecro,American Crow,Corvus brachyrhynchos,L2987624,McGolrick Park,2024-04-08 09:09:00,,40.7245046,-73.9433616,True,False,False,S167704065,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2038329747,CL23822,False,False,Michael,Lombardo,False,
chispa,Chipping Sparrow,Spizella passerina,L2987624,McGolrick Park,2024-04-08 09:09:00,,40.7245046,-73.9433616,True,False,False,S167704065,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2038329741,CL23822,False,False,Michael,Lombardo,False,
norcar,Northern Cardinal,Cardinalis cardinalis,L2987624,McGolrick Park,2024-04-08 09:09:00,,40.7245046,-73.9433616,True,False,False,S167704065,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2038329743,CL23822,False,False,Michael,Lombardo,False,
dowwoo,Downy Woodpecker,Dryobates pubescens,L2987624,McGolrick Park,2024-04-08 08:28:00,,40.7245046,-73.9433616,True,False,False,S167690771,US-NY-047,Kings,US-NY,New York,US,United States,Julia Scinto,OBS2038136171,CL23822,False,False,Julia,Scinto,False,
rocpig,Rock Pigeon,Columba livia,L2987624,McGolrick Park,2024-04-08 08:12:00,,40.7245046,-73.9433616,True,False,False,S167686966,US-NY-047,Kings,US-NY,New York,US,United States,Greg Thornberg,OBS2038084704,CL23822,False,False,Greg,Thornberg,False,N
moudov,Mourning Dove,Zenaida macroura,L2987624,McGolrick Park,2024-04-08 08:12:00,,40.7245046,-73.9433616,True,False,False,S167686966,US-NY-047,Kings,US-NY,New York,US,United States,Greg Thornberg,OBS2038084705,CL23822,False,False,Greg,Thornberg,False,
rebwoo,Red-bellied Woodpecker,Melanerpes carolinus,L2987624,McGolrick Park,2024-04-08 08:12:00,,40.7245046,-73.9433616,True,False,False,S167686966,US-NY-047,Kings,US-NY,New York,US,United States,Greg Thornberg,OBS2038084706,CL23822,False,False,Greg,Thornberg,False,
eursta,European Starling,Sturnus vulgaris,L2987624,McGolrick Park,2024-04-08 08:12:00,,40.7245046,-73.9433616,True,False,False,S167686966,US-NY-047,Kings,US-NY,New York,US,United States,Greg Thornberg,OBS2038084702,CL23822,False,False,Greg,Thornberg,False,N
amerob,American Robin,Turdus migratorius,L2987624,McGolrick Park,2024-04-08 08:12:00,,40.7245046,-73.9433616,True,False,False,S167686966,US-NY-047,Kings,US-NY,New York,US,United States,Greg Thornberg,OBS2038084708,CL23822,False,False,Greg,Thornberg,False,
houspa,House Sparrow,Passer domesticus,L2987624,McGolrick Park,2024-04-08 08:12:00,,40.7245046,-73.9433616,True,False,False,S167686966,US-NY-047,Kings,US-NY,New York,US,United States,Greg Thornberg,OBS2038084701,CL23822,False,False,Greg,Thornberg,False,N
daejun,Dark-eyed Junco,Junco hyemalis,L2987624,McGolrick Park,2024-04-08 08:12:00,,40.7245046,-73.9433616,True,False,False,S167686966,US-NY-047,Kings,US-NY,New York,US,United States,Greg Thornberg,OBS2038084703,CL23822,False,False,Greg,Thornberg,False,
comgra,Common Grackle,Quiscalus quiscula,L2987624,McGolrick Park,2024-04-08 08:12:00,,40.7245046,-73.9433616,True,False,False,S167686966,US-NY-047,Kings,US-NY,New York,US,United States,Greg Thornberg,OBS2038084707,CL23822,False,False,Greg,Thornberg,False,
rethaw,Red-tailed Hawk,Buteo jamaicensis,L2987624,McGolrick Park,2024-04-08 07:49:00,,40.7245046,-73.9433616,True,False,False,S167692463,US-NY-047,Kings,US-NY,New York,US,United States,M V,OBS2038163442,CL23822,False,False,M,V,False,
yebsap,Yellow-bellied Sapsucker,Sphyrapicus varius,L2987624,McGolrick Park,2024-04-08 07:49:00,,40.7245046,-73.9433616,True,False,False,S167692463,US-NY-047,Kings,US-NY,New York,US,United States,M V,OBS2038163449,CL23822,False,False,M,V,False,
fiscro,Fish Crow,Corvus ossifragus,L2987624,McGolrick Park,2024-04-08 07:49:00,,40.7245046,-73.9433616,True,False,False,S167692463,US-NY-047,Kings,US-NY,New York,US,United States,M V,OBS2038163440,CL23822,False,False,M,V,False,
herthr,Hermit Thrush,Catharus guttatus,L2987624,McGolrick Park,2024-04-08 07:49:00,,40.7245046,-73.9433616,True,False,False,S167692463,US-NY-047,Kings,US-NY,New York,US,United States,M V,OBS2038163439,CL23822,False,False,M,V,False,
whtspa,White-throated Sparrow,Zonotrichia albicollis,L2987624,McGolrick Park,2024-04-08 07:49:00,,40.7245046,-73.9433616,True,False,False,S167692463,US-NY-047,Kings,US-NY,New York,US,United States,M V,OBS2038163441,CL23822,False,False,M,V,False,
brncre,Brown Creeper,Certhia americana,L2987624,McGolrick Park,2024-04-08 07:02:00,,40.7245046,-73.9433616,True,False,False,S167678186,US-NY-047,Kings,US-NY,New York,US,United States,Sarah Duford,OBS2037917595,CL23822,False,False,Sarah,Duford,False,
amecro,American Crow,Corvus brachyrhynchos,L2987624,McGolrick Park,2024-04-09 17:34:00,,40.7245046,-73.9433616,True,False,False,S167926046,US-NY-047,Kings,US-NY,New York,US,United States,Greg Thornberg,OBS2042693278,CL23822,False,False,Greg,Thornberg,False,
pinwar,Pine Warbler,Setophaga pinus,L2987624,McGolrick Park,2024-04-09 16:08:00,,40.7245046,-73.9433616,True,False,False,S167910728,US-NY-047,Kings,US-NY,New York,US,United States,Emily Diamond,OBS2042385521,CL23822,False,False,Emily,Diamond,False,
fiespa,Field Sparrow,Spizella pusilla,L2987624,McGolrick Park,2024-04-09 15:32:00,,40.7245046,-73.9433616,True,False,False,S167905919,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2042285087,CL23822,False,False,Michael,Lombardo,False,
easpho,Eastern Phoebe,Sayornis phoebe,L2987624,McGolrick Park,2024-04-09 13:33:00,,40.7245046,-73.9433616,True,False,False,S167889564,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2041982480,CL23822,False,False,Michael,Lombardo,False,
houfin,House Finch,Haemorhous mexicanus,L2987624,McGolrick Park,2024-04-09 13:21:00,,40.7245046,-73.9433616,True,False,False,S167887835,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2041947548,CL23822,False,False,Michael,Lombardo,False,N
doccor,Double-crested Cormorant,Nannopterum auritum,L2987624,McGolrick Park,2024-04-09 09:55:00,,40.7245046,-73.9433616,True,False,False,S167864145,US-NY-047,Kings,US-NY,New York,US,United States,M V,OBS2041510165,CL23822,False,False,M,V,False,
chispa,Chipping Sparrow,Spizella passerina,L2987624,McGolrick Park,2024-04-09 09:55:00,,40.7245046,-73.9433616,True,False,False,S167864145,US-NY-047,Kings,US-NY,New York,US,United States,M V,OBS2041510157,CL23822,False,False,M,V,False,
daejun,Dark-eyed Junco,Junco hyemalis,L2987624,McGolrick Park,2024-04-09 09:55:00,,40.7245046,-73.9433616,True,False,False,S167864145,US-NY-047,Kings,US-NY,New York,US,United States,M V,OBS2041510161,CL23822,False,False,M,V,False,
laugul,Laughing Gull,Leucophaeus atricilla,L2987624,McGolrick Park,2024-04-09 08:47:00,,40.7245046,-73.9433616,True,False,False,S167857087,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2041378759,CL23822,False,False,Michael,Lombardo,False,
yebsap,Yellow-bellied Sapsucker,Sphyrapicus varius,L2987624,McGolrick Park,2024-04-09 08:47:00,,40.7245046,-73.9433616,True,False,False,S167857087,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2041378750,CL23822,False,False,Michael,Lombardo,False,
norfli,Northern Flicker,Colaptes auratus,L2987624,McGolrick Park,2024-04-09 08:47:00,,40.7245046,-73.9433616,True,False,False,S167857087,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2041378751,CL23822,False,False,Michael,Lombardo,False,
blujay,Blue Jay,Cyanocitta cristata,L2987624,McGolrick Park,2024-04-09 08:47:00,,40.7245046,-73.9433616,True,False,False,S167857087,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2041378762,CL23822,False,False,Michael,Lombardo,False,
brncre,Brown Creeper,Certhia americana,L2987624,McGolrick Park,2024-04-09 08:47:00,,40.7245046,-73.9433616,True,False,False,S167857087,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2041378761,CL23822,False,False,Michael,Lombardo,False,
sonspa,Song Sparrow,Melospiza melodia,L2987624,McGolrick Park,2024-04-09 08:47:00,,40.7245046,-73.9433616,True,False,False,S167857087,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2041378760,CL23822,False,False,Michael,Lombardo,False,
palwar,Palm Warbler,Setophaga palmarum,L2987624,McGolrick Park,2024-04-09 08:47:00,,40.7245046,-73.9433616,True,False,False,S167857087,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2041378763,CL23822,False,False,Michael,Lombardo,False,
norcar,Northern Cardinal,Cardinalis cardinalis,L2987624,McGolrick Park,2024-04-09 08:47:00,,40.7245046,-73.9433616,True,False,False,S167857087,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2041378749,CL23822,False,False,Michael,Lombardo,False,
rocpig,Rock Pigeon,Columba livia,L2987624,McGolrick Park,2024-04-09 08:14:00,,40.7245046,-73.9433616,True,False,False,S167845503,US-NY-047,Kings,US-NY,New York,US,United States,Greg Thornberg,OBS2041167053,CL23822,False,False,Greg,Thornberg,False,N
rebwoo,Red-bellied Woodpecker,Melanerpes carolinus,L2987624,McGolrick Park,2024-04-09 08:14:00,,40.7245046,-73.9433616,True,False,False,S167845503,US-NY-047,Kings,US-NY,New York,US,United States,Greg Thornberg,OBS2041167052,CL23822,False,False,Greg,Thornberg,False,
