speciesCode,comName,sciName,locId,locName,obsDt,howMany,lat,lng,obsValid,obsReviewed,locationPrivate,subId,subnational2Code,subnational2Name,subnational1Code,subnational1Name,countryCode,countryName,userDisplayName,obsId,checklistId,presenceNoted,hasComments,firstName,lastName,hasRichMedia,exoticCategory
dowwoo,Downy Woodpecker,Dryobates pubescens,L2987624,McGolrick Park,2024-10-11 07:00:00,,40.7245046,-73.9433616,True,False,False,S198310684,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2526271672,CL23822,False,False,Michael,Lombardo,False,
norfli,Northern Flicker,Colaptes auratus,L2987624,McGolrick Park,2024-10-11 07:00:00,,40.7245046,-73.9433616,True,False,False,S198310684,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2526280228,CL23822,False,False,Michael,Lombardo,False,
buhvir,Blue-headed Vireo,Vireo solitarius,L2987624,McGolrick Park,2024-10-11 07:00:00,,40.7245046,-73.9433616,True,False,False,S198310684,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2526429178,CL23822,False,False,Michael,Lombardo,False,
reevir1,Red-eyed Vireo,Vireo olivaceus,L2987624,McGolrick Park,2024-10-11 07:00:00,,40.7245046,-73.9433616,True,False,False,S198310684,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2526429179,CL23822,False,False,Michael,Lombardo,False,
amecro,American Crow,Corvus brachyrhynchos,L2987624,McGolrick Park,2024-10-11 07:00:00,,40.7245046,-73.9433616,True,False,False,S198310684,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2526280230,CL23822,False,False,Michael,Lombardo,False,
tuftit,Tufted Titmouse,Baeolophus bicolor,L2987624,McGolrick Park,2024-10-11 07:00:00,,40.7245046,-73.9433616,True,False,False,S198310684,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2526271673,CL23822,False,False,Michael,Lombardo,False,
ruckin,Ruby-crowned Kinglet,Corthylio calendula,L2987624,McGolrick Park,2024-10-11 07:00:00,,40.7245046,-73.9433616,True,False,False,S198310684,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2526271669,CL23822,False,False,Michael,Lombardo,False,
gockin,Golden-crowned Kinglet,Regulus satrapa,L2987624,McGolrick Park,2024-10-11 07:00:00,,40.7245046,-73.9433616,True,False,False,S198310684,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2526275478,CL23822,False,False,Michael,Lombardo,False,
eursta,European Starling,Sturnus vulgaris,L2987624,McGolrick Park,2024-10-11 07:00:00,,40.7245046,-73.9433616,True,False,False,S198310684,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2526271670,CL23822,False,False,Michael,Lombardo,False,N
herthr,Hermit Thrush,Catharus guttatus,L2987624,McGolrick Park,2024-10-11 07:00:00,,40.7245046,-73.9433616,True,False,False,S198310684,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2526962129,CL23822,False,False,Michael,Lombardo,False,
amerob,American Robin,Turdus migratorius,L2987624,McGolrick Park,2024-10-11 07:00:00,,40.7245046,-73.9433616,True,False,False,S198310684,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2526271671,CL23822,False,False,Michael,Lombardo,False,
cedwax,Cedar Waxwing,Bombycilla cedrorum,L2987624,McGolrick Park,2024-10-11 07:00:00,,40.7245046,-73.9433616,True,False,False,S198310684,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2526271667,CL23822,False,False,Michael,Lombardo,False,
houspa,House Sparrow,Passer domesticus,L2987624,McGolrick Park,2024-10-11 07:00:00,,40.7245046,-73.9433616,True,False,False,S198310684,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2526280226,CL23822,False,False,Michael,Lombardo,False,N
chispa,Chipping Sparrow,Spizella passerina,L2987624,McGolrick Park,2024-10-11 07:00:00,,40.7245046,-73.9433616,True,False,False,S198310684,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2526280231,CL23822,False,False,Michael,Lombardo,False,
whtspa,White-throated Sparrow,Zonotrichia albicollis,L2987624,McGolrick Park,2024-10-11 07:00:00,,40.7245046,-73.9433616,True,False,False,S198310684,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2526280234,CL23822,False,False,Michael,Lombardo,False,
sonspa,Song Sparrow,Melospiza melodia,L2987624,McGolrick Park,2024-10-11 07:00:00,,40.7245046,-73.9433616,True,False,False,S198310684,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2526280235,CL23822,False,False,Michael,Lombardo,False,
swaspa,Swamp Sparrow,Melospiza georgiana,L2987624,McGolrick Park,2024-10-11 07:00:00,,40.7245046,-73.9433616,True,False,False,S198310684,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2526280233,CL23822,False,False,Michael,Lombardo,False,
eastow,Eastern Towhee,Pipilo erythrophthalmus,L2987624,McGolrick Park,2024-10-11 07:00:00,,40.7245046,-73.9433616,True,False,False,S198310684,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2526280229,CL23822,False,False,Michael,Lombardo,False,
bawwar,Black-and-white Warbler,Mniotilta varia,L2987624,McGolrick Park,2024-10-11 07:00:00,,40.7245046,-73.9433616,True,False,False,S198310684,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2526280227,CL23822,False,False,Michael,Lombardo,False,
yerwar,Yellow-rumped Warbler,Setophaga coronata,L2987624,McGolrick Park,2024-10-11 07:00:00,,40.7245046,-73.9433616,True,False,False,S198310684,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2526280232,CL23822,False,False,Michael,Lombardo,False,
rebwoo,Red-bellied Woodpecker,Melanerpes carolinus,L2987624,McGolrick Park,2024-10-12 17:31:00,,40.7245046,-73.9433616,True,False,False,S198601569,US-NY-047,Kings,US-NY,New York,US,United States,Thomas Levinson,OBS2530482057,CL23822,False,False,Thomas,Levinson,False,
winwre3,Winter Wren,Troglodytes hiemalis,L2987624,McGolrick Park,2024-10-12 17:31:00,,40.7245046,-73.9433616,True,False,False,S198601569,US-NY-047,Kings,US-NY,New York,US,United States,Thomas Levinson,OBS2530482058,CL23822,False,False,Thomas,Levinson,False,
moudov,Mourning Dove,Zenaida macroura,L2987624,McGolrick Park,2024-10-12 10:30:00,,40.7245046,-73.9433616,True,False,False,S198503108,US-NY-047,Kings,US-NY,New York,US,United States,Parsley Steinweiss,OBS2529199401,CL23822,False,False,Parsley,Steinweiss,False,
dowwoo,Downy Woodpecker,Dryobates pubescens,L2987624,McGolrick Park,2024-10-12 10:30:00,,40.7245046,-73.9433616,True,False,False,S198503108,US-NY-047,Kings,US-NY,New York,US,United States,Parsley Steinweiss,OBS2529199415,CL23822,False,False,Parsley,Steinweiss,False,
grycat,Gray Catbird,Dumetella carolinensis,L2987624,McGolrick Park,2024-10-12 10:30:00,,40.7245046,-73.9433616,True,False,False,S198503108,US-NY-047,Kings,US-NY,New York,US,United States,Parsley Steinweiss,OBS2529199411,CL23822,False,False,Parsley,Steinweiss,False,
houspa,House Sparrow,Passer domesticus,L2987624,McGolrick Park,2024-10-12 10:30:00,,40.7245046,-73.9433616,True,False,False,S198503108,US-NY-047,Kings,US-NY,New York,US,United States,Parsley Steinweiss,OBS2529199400,CL23822,False,False,Parsley,Steinweiss,False,N
rocpig,Rock Pigeon,Columba livia,L2987624,McGolrick Park,2024-10-12 09:40:00,,40.7245046,-73.9433616,True,False,False,S198502316,US-NY-047,Kings,US-NY,New York,US,United States,Alexander Savard,OBS2529191835,CL23822,False,False,Alexander,Savard,False,N
amerob,American Robin,Turdus migratorius,L2987624,McGolrick Park,2024-10-12 09:31:00,,40.7245046,-73.9433616,True,False,False,S198499893,US-NY-047,Kings,US-NY,New York,US,United States,Anonymous eBirder,OBS2529165629,CL23822,False,False,Anonymous,eBirder,False,
rethaw,Red-tailed Hawk,Buteo jamaicensis,L2987624,McGolrick Park,2024-10-12 09:27:00,,40.7245046,-73.9433616,True,False,False,S198488264,US-NY-047,Kings,US-NY,New York,US,United States,Julia Reinstein,OBS2529030460,CL23822,False,False,Julia,Reinstein,False,
yebsap,Yellow-bellied Sapsucker,Sphyrapicus varius,L2987624,McGolrick Park,2024-10-12 09:27:00,,40.7245046,-73.9433616,True,False,False,S198488264,US-NY-047,Kings,US-NY,New York,US,United States,Julia Reinstein,OBS2529030459,CL23822,False,False,Julia,Reinstein,False,
norfli,Northern Flicker,Colaptes auratus,L2987624,McGolrick Park,2024-10-12 09:27:00,,40.7245046,-73.9433616,True,False,False,S198488264,US-NY-047,Kings,US-NY,New York,US,United States,Julia Reinstein,OBS2529030467,CL23822,False,False,Julia,Reinstein,False,
tuftit,Tufted Titmouse,Baeolophus bicolor,L2987624,McGolrick Park,2024-10-12 09:27:00,,40.7245046,-73.9433616,True,False,False,S198488264,US-NY-047,Kings,US-NY,New York,US,United States,Julia Reinstein,OBS2529030463,CL23822,False,False,Julia,Reinstein,False,
ruckin,Ruby-crowned Kinglet,Corthylio calendula,L2987624,McGolrick Park,2024-10-12 09:27:00,,40.7245046,-73.9433616,True,False,False,S198488264,US-NY-047,Kings,US-NY,New York,US,United States,Julia Reinstein,OBS2529030462,CL23822,False,False,Julia,Reinstein,False,
whbnut,White-breasted Nuthatch,Sitta carolinensis,L2987624,McGolrick Park,2024-10-12 09:27:00,,40.7245046,-73.9433616,True,False,False,S198488264,US-NY-047,Kings,US-NY,New York,US,United States,Julia Reinstein,OBS2529030461,CL23822,False,False,Julia,Reinstein,False,
whtspa,White-throated Sparrow,Zonotrichia albicollis,L2987624,McGolrick Park,2024-10-12 09:27:00,,40.7245046,-73.9433616,True,False,False,S198488264,US-NY-047,Kings,US-NY,New York,US,United States,Julia Reinstein,OBS2529030465,CL23822,False,False,Julia,Reinstein,False,
eastow,Eastern Towhee,Pipilo erythrophthalmus,L2987624,McGolrick Park,2024-10-12 09:27:00,,40.7245046,-73.9433616,True,False,False,S198488264,US-NY-047,Kings,US-NY,New York,US,United States,Julia Reinstein,OBS2529030466,CL23822,False,False,Julia,Reinstein,False,
comgra,Common Grackle,Quiscalus quiscula,L2987624,McGolrick Park,2024-10-12 09:27:00,,40.7245046,-73.9433616,True,False,False,S198488264,US-NY-047,Kings,US-NY,New York,US,United States,Julia Reinstein,OBS2529030464,CL23822,False,False,Julia,Reinstein,False,
osprey,Osprey,Pandion haliaetus,L2987624,McGolrick Park,2024-10-12 09:25:00,,40.7245046,-73.9433616,True,False,False,S198494818,US-NY-047,Kings,US-NY,New York,US,United States,Penina Rosenberg,OBS2529103025,CL23822,False,False,Penina,Rosenberg,False,
coohaw,Cooper's Hawk,Astur cooperii,L2987624,McGolrick Park,2024-10-12 09:25:00,,40.7245046,-73.9433616,True,False,False,S198494818,US-NY-047,Kings,US-NY,New York,US,United States,Penina Rosenberg,OBS2529103020,CL23822,False,False,Penina,Rosenberg,False,
easpho,Eastern Phoebe,Sayornis phoebe,L2987624,McGolrick Park,2024-10-12 09:25:00,,40.7245046,-73.9433616,True,False,False,S198494818,US-NY-047,Kings,US-NY,New York,US,United States,Penina Rosenberg,OBS2529103022,CL23822,False,False,Penina,Rosenberg,False,
buhvir,Blue-headed Vireo,Vireo solitarius,L2987624,McGolrick Park,2024-10-12 09:25:00,,40.7245046,-73.9433616,True,False,False,S198494818,US-NY-047,Kings,US-NY,New York,US,United States,Penina Rosenberg,OBS2529103015,CL23822,False,False,Penina,Rosenberg,False,
blujay,Blue Jay,Cyanocitta cristata,L2987624,McGolrick Park,2024-10-12 09:25:00,,40.7245046,-73.9433616,True,False,False,S198494818,US-NY-047,Kings,US-NY,New York,US,United States,Penina Rosenberg,OBS2529103014,CL23822,False,False,Penina,Rosenberg,False,
gockin,Golden-crowned Kinglet,Regulus satrapa,L2987624,McGolrick Park,2024-10-12 09:25:00,,40.7245046,-73.9433616,True,False,False,S198494818,US-NY-047,Kings,US-NY,New York,US,United States,Penina Rosenberg,OBS2529103011,CL23822,False,False,Penina,Rosenberg,False,
eursta,European Starling,Sturnus vulgaris,L2987624,McGolrick Park,2024-10-12 09:25:00,,40.7245046,-73.9433616,True,False,False,S198494818,US-NY-047,Kings,US-NY,New York,US,United States,Penina Rosenberg,OBS2529103013,CL23822,False,False,Penina,Rosenberg,False,N
herthr,Hermit Thrush,Catharus guttatus,L2987624,McGolrick Park,2024-10-12 09:25:00,,40.7245046,-73.9433616,True,False,False,S198494818,US-NY-047,Kings,US-NY,New York,US,United States,Penina Rosenberg,OBS2529103024,CL23822,False,False,Penina,Rosenberg,False,
houfin,House Finch,Haemorhous mexicanus,L2987624,McGolrick Park,2024-10-12 07:30:00,,40.7245046,-73.9433616,True,False,False,S198504943,US-NY-047,Kings,US-NY,New York,US,United States,Parsley Steinweiss,OBS2529221624,CL23822,False,False,Parsley,Steinweiss,False,N
daejun,Dark-eyed Junco,Junco hyemalis,L2987624,McGolrick Park,2024-10-12 07:30:00,,40.7245046,-73.9433616,True,False,False,S198504943,US-NY-047,Kings,US-NY,New York,US,United States,Parsley Steinweiss,OBS2529221628,CL23822,False,False,Parsley,Steinweiss,False,
yerwar,Yellow-rumped Warbler,Setophaga coronata,L2987624,McGolrick Park,2024-10-12 07:30:00,,40.7245046,-73.9433616,True,False,False,S198504943,US-NY-047,Kings,US-NY,New York,US,United States,Parsley Steinweiss,OBS2529221630,CL23822,False,False,Parsley,Steinweiss,False,
scatan,Scarlet Tanager,Piranga olivacea,L2987624,McGolrick Park,2024-10-12 07:30:00,,40.7245046,-73.9433616,True,False,False,S198504943,US-NY-047,Kings,US-NY,New York,US,United States,Parsley Steinweiss,OBS2529221627,CL23822,False,False,Parsley,Steinweiss,False,
norcar,Northern Cardinal,Cardinalis cardinalis,L2987624,McGolrick Park,2024-10-12 07:30:00,,40.7245046,-73.9433616,True,False,False,S198504943,US-NY-047,Kings,US-NY,New York,US,United States,Parsley Steinweiss,OBS2529221619,CL23822,False,False,Parsley,Steinweiss,False,
rebwoo,Red-bellied Woodpecker,Melanerpes carolinus,L2987624,McGolrick Park,2024-10-13 16:59:00,,40.7245046,-73.9433616,True,False,False,S198794408,US-NY-047,Kings,US-NY,New York,US,United States,Anonymous eBirder,OBS2533665168,CL23822,False,False,Anonymous,eBirder,False,
brncre,Brown Creeper,Certhia americana,L2987624,McGolrick Park,2024-10-13 16:59:00,,40.7245046,-73.9433616,True,False,False,S198794408,US-NY-047,Kings,US-NY,New York,US,United States,Anonymous eBirder,OBS2533665169,CL23822,False,False,Anonymous,eBirder,False,
amerob,American Robin,Turdus migratorius,L2987624,McGolrick Park,2024-10-13 16:59:00,,40.7245046,-73.9433616,True,False,False,S198794408,US-NY-047,Kings,US-NY,New York,US,United States,Anonymous eBirder,OBS2533665171,CL23822,False,False,Anonymous,eBirder,False,
yebsap,Yellow-bellied Sapsucker,Sphyrapicus varius,L2987624,McGolrick Park,2024-10-13 11:57:00,,40.7245046,-73.9433616,True,False,False,S198731632,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2532725051,CL23822,False,False,Michael,Lombardo,False,
easpho,Eastern Phoebe,Sayornis phoebe,L2987624,McGolrick Park,2024-10-13 11:57:00,,40.7245046,-73.9433616,True,False,False,S198731632,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2532725050,CL23822,False,False,Michael,Lombardo,False,
tuftit,Tufted Titmouse,Baeolophus bicolor,L2987624,McGolrick Park,2024-10-13 11:57:00,,40.7245046,-73.9433616,True,False,False,S198731632,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2533123380,CL23822,False,False,Michael,Lombardo,False,
whbnut,White-breasted Nuthatch,Sitta carolinensis,L2987624,McGolrick Park,2024-10-13 11:57:00,,40.7245046,-73.9433616,True,False,False,S198731632,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2533361491,CL23822,False,False,Michael,Lombardo,False,
yerwar,Yellow-rumped Warbler,Setophaga coronata,L2987624,McGolrick Park,2024-10-13 11:57:00,,40.7245046,-73.9433616,True,False,False,S198731632,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2532731503,CL23822,False,False,Michael,Lombardo,False,
rocpig,Rock Pigeon,Columba livia,L2987624,McGolrick Park,2024-10-13 07:44:00,,40.7245046,-73.9433616,True,False,False,S198684452,US-NY-047,Kings,US-NY,New York,US,United States,Bianca Bello,OBS2532195878,CL23822,False,False,Bianca,Bello,False,N
laugul,Laughing Gull,Leucophaeus atricilla,L2987624,McGolrick Park,2024-10-13 07:44:00,,40.7245046,-73.9433616,True,False,False,S198684452,US-NY-047,Kings,US-NY,New York,US,United States,Bianca Bello,OBS2532195881,CL23822,False,False,Bianca,Bello,False,
gockin,Golden-crowned Kinglet,Regulus satrapa,L2987624,McGolrick Park,2024-10-13 07:44:00,,40.7245046,-73.9433616,True,False,False,S198684452,US-NY-047,Kings,US-NY,New York,US,United States,Bianca Bello,OBS2532195882,CL23822,False,False,Bianca,Bello,False,
eursta,European Starling,Sturnus vulgaris,L2987624,McGolrick Park,2024-10-13 07:44:00,,40.7245046,-73.9433616,True,False,False,S198684452,US-NY-047,Kings,US-NY,New York,US,United States,Bianca Bello,OBS2532195885,CL23822,False,False,Bianca,Bello,False,N
herthr,Hermit Thrush,Catharus guttatus,L2987624,McGolrick Park,2024-10-13 07:44:00,,40.7245046,-73.9433616,True,False,False,S198684452,US-NY-047,Kings,US-NY,New York,US,United States,Bianca Bello,OBS2532195880,CL23822,False,False,Bianca,Bello,False,
houspa,House Sparrow,Passer domesticus,L2987624,McGolrick Park,2024-10-13 07:44:00,,40.7245046,-73.9433616,True,False,False,S198684452,US-NY-047,Kings,US-NY,New York,US,United States,Bianca Bello,OBS2532195879,CL23822,False,False,Bianca,Bello,False,N
whtspa,White-throated Sparrow,Zonotrichia albicollis,L2987624,McGolrick Park,2024-10-13 07:44:00,,40.7245046,-73.9433616,True,False,False,S198684452,US-NY-047,Kings,US-NY,New York,US,United States,Bianca Bello,OBS2532195884,CL23822,False,False,Bianca,Bello,False,
eastow,Eastern Towhee,Pipilo erythrophthalmus,L2987624,McGolrick Park,2024-10-13 07:44:00,,40.7245046,-73.9433616,True,False,False,S198684452,US-NY-047,Kings,US-NY,New York,US,United States,Bianca Bello,OBS2532195883,CL23822,False,False,Bianca,Bello,False,
daejun,Dark-eyed Junco,Junco hyemalis,L2987624,McGolrick Park,2024-10-14 10:00:00,,40.7245046,-73.9433616,True,False,False,S198862787,US-NY-047,Kings,US-NY,New York,US,United States,Greg Thornberg,OBS2535357026,CL23822,False,False,Greg,Thornberg,False,
cangoo,Canada Goose,Branta canadensis,L2987624,McGolrick Park,2024-10-15 07:00:00,,40.7245046,-73.9433616,True,False,False,S198984420,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2537982338,CL23822,False,False,Michael,Lombardo,False,
rocpig,Rock Pigeon,Columba livia,L2987624,McGolrick Park,2024-10-15 07:00:00,,40.7245046,-73.9433616,True,False,False,S198984420,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2537982349,CL23822,False,False,Michael,Lombardo,False,N
moudov,Mourning Dove,Zenaida macroura,L2987624,McGolrick Park,2024-10-15 07:00:00,,40.7245046,-73.9433616,True,False,False,S198984420,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2537982337,CL23822,False,False,Michael,Lombardo,False,
doccor,Double-crested Cormorant,Nannopterum auritum,L2987624,McGolrick Park,2024-10-15 07:00:00,,40.7245046,-73.9433616,True,False,False,S198984420,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2537982328,CL23822,False,False,Michael,Lombardo,False,
yebsap,Yellow-bellied Sapsucker,Sphyrapicus varius,L2987624,McGolrick Park,2024-10-15 07:00:00,,40.7245046,-73.9433616,True,False,False,S198984420,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2537982340,CL23822,False,False,Michael,Lombardo,False,
rebwoo,Red-bellied Woodpecker,Melanerpes carolinus,L2987624,McGolrick Park,2024-10-15 07:00:00,,40.7245046,-73.9433616,True,False,False,S198984420,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2537982352,CL23822,False,False,Michael,Lombardo,False,
dowwoo,Downy Woodpecker,Dryobates pubescens,L2987624,McGolrick Park,2024-10-15 07:00:00,,40.7245046,-73.9433616,True,False,False,S198984420,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2537982346,CL23822,False,False,Michael,Lombardo,False,
norfli,Northern Flicker,Colaptes auratus,L2987624,McGolrick Park,2024-10-15 07:00:00,,40.7245046,-73.9433616,True,False,False,S198984420,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2537982339,CL23822,False,False,Michael,Lombardo,False,
easpho,Eastern Phoebe,Sayornis phoebe,L2987624,McGolrick Park,2024-10-15 07:00:00,,40.7245046,-73.9433616,True,False,False,S198984420,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2538546176,CL23822,False,False,Michael,Lombardo,False,
buhvir,Blue-headed Vireo,Vireo solitarius,L2987624,McGolrick Park,2024-10-15 07:00:00,,40.7245046,-73.9433616,True,False,False,S198984420,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2537982341,CL23822,False,False,Michael,Lombardo,False,
blujay,Blue Jay,Cyanocitta cristata,L2987624,McGolrick Park,2024-10-15 07:00:00,,40.7245046,-73.9433616,True,False,False,S198984420,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2537982329,CL23822,False,False,Michael,Lombardo,False,
tuftit,Tufted Titmouse,Baeolophus bicolor,L2987624,McGolrick Park,2024-10-15 07:00:00,,40.7245046,-73.9433616,True,False,False,S198984420,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2537982336,CL23822,False,False,Michael,Lombardo,False,
ruckin,Ruby-crowned Kinglet,Corthylio calendula,L2987624,McGolrick Park,2024-10-15 07:00:00,,40.7245046,-73.9433616,True,False,False,S198984420,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2537982332,CL23822,False,False,Michael,Lombardo,False,
gockin,Golden-crowned Kinglet,Regulus satrapa,L2987624,McGolrick Park,2024-10-15 07:00:00,,40.7245046,-73.9433616,True,False,False,S198984420,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2537982326,CL23822,False,False,Michael,Lombardo,False,
whbnut,White-breasted Nuthatch,Sitta carolinensis,L2987624,McGolrick Park,2024-10-15 07:00:00,,40.7245046,-73.9433616,True,False,False,S198984420,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2537982345,CL23822,False,False,Michael,Lombardo,False,
brncre,Brown Creeper,Certhia americana,L2987624,McGolrick Park,2024-10-15 07:00:00,,40.7245046,-73.9433616,True,False,False,S198984420,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2537982334,CL23822,False,False,Michael,Lombardo,False,
eursta,European Starling,Sturnus vulgaris,L2987624,McGolrick Park,2024-10-15 07:00:00,,40.7245046,-73.9433616,True,False,False,S198984420,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2537982335,CL23822,False,False,Michael,Lombardo,False,N
amerob,American Robin,Turdus migratorius,L2987624,McGolrick Park,2024-10-15 07:00:00,,40.7245046,-73.9433616,True,False,False,S198984420,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2537982333,CL23822,False,False,Michael,Lombardo,False,
houspa,House Sparrow,Passer domesticus,L2987624,McGolrick Park,2024-10-15 07:00:00,,40.7245046,-73.9433616,True,False,False,S198984420,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2537982344,CL23822,False,False,Michael,Lombardo,False,N
chispa,Chipping Sparrow,Spizella passerina,L2987624,McGolrick Park,2024-10-15 07:00:00,,40.7245046,-73.9433616,True,False,False,S198984420,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2537982343,CL23822,False,False,Michael,Lombardo,False,
whtspa,White-throated Sparrow,Zonotrichia albicollis,L2987624,McGolrick Park,2024-10-15 07:00:00,,40.7245046,-73.9433616,True,False,False,S198984420,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2537982327,CL23822,False,False,Michael,Lombardo,False,
sonspa,Song Sparrow,Melospiza melodia,L2987624,McGolrick Park,2024-10-15 07:00:00,,40.7245046,-73.9433616,True,False,False,S198984420,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2537982342,CL23822,False,False,Michael,Lombardo,False,
eastow,Eastern Towhee,Pipilo erythrophthalmus,L2987624,McGolrick Park,2024-10-15 07:00:00,,40.7245046,-73.9433616,True,False,False,S198984420,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2537982331,CL23822,False,False,Michael,Lombardo,False,
comgra,Common Grackle,Quiscalus quiscula,L2987624,McGolrick Park,2024-10-15 07:00:00,,40.7245046,-73.9433616,True,False,False,S198984420,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2537982348,CL23822,False,False,Michael,Lombardo,False,
comyel,Common Yellowthroat,Geothlypis trichas,L2987624,McGolrick Park,2024-10-15 07:00:00,,40.7245046,-73.9433616,True,False,False,S198984420,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2537982347,CL23822,False,False,Michael,Lombardo,False,
amered,American Redstart,Setophaga ruticilla,L2987624,McGolrick Park,2024-10-15 07:00:00,,40.7245046,-73.9433616,True,False,False,S198984420,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2537982351,CL23822,False,False,Michael,Lombardo,False,
bkpwar,Blackpoll Warbler,Setophaga striata,L2987624,McGolrick Park,2024-10-15 07:00:00,,40.7245046,-73.9433616,True,False,False,S198984420,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2537982330,CL23822,False,False,Michael,Lombardo,False,
yerwar,Yellow-rumped Warbler,Setophaga coronata,L2987624,McGolrick Park,2024-10-15 07:00:00,,40.7245046,-73.9433616,True,False,False,S198984420,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2537982350,CL23822,False,False,Michael,Lombardo,False,
rebwoo,Red-bellied Woodpecker,Melanerpes carolinus,L2987624,McGolrick Park,2024-10-16 17:50:00,,40.7245046,-73.9433616,True,False,False,S199165751,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2541778648,CL23822,False,False,Michael,Lombardo,False,
norfli,Northern Flicker,Colaptes auratus,L2987624,McGolrick Park,2024-10-16 17:50:00,,40.7245046,-73.9433616,True,False,False,S199165751,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2541778642,CL23822,False,False,Michael,Lombardo,False,
eursta,European Starling,Sturnus vulgaris,L2987624,McGolrick Park,2024-10-16 17:50:00,,40.7245046,-73.9433616,True,False,False,S199165751,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2541778646,CL23822,False,False,Michael,Lombardo,False,N
normoc,Northern Mockingbird,Mimus polyglottos,L2987624,McGolrick Park,2024-10-16 17:50:00,,40.7245046,-73.9433616,True,False,False,S199165751,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2541790922,CL23822,False,False,Michael,Lombardo,False,
